Name,Star Rating,Sentiment,Culture,Filtered Pros
IBM,3.0,neutral,,lot things learn
IBM,2.0,bad,,Varied options available across multiple streams  technologies
IBM,4.0,good,,Good wlb nice salary
IBM,3.0,neutral,,Work home Covid19
IBM,4.0,good,,Good welfare  good work life balance
IBM,4.0,good,, Many engineer actually know stuff
IBM,3.0,neutral,,Change constant  Keeps abreast latest market 
IBM,3.0,neutral,,Good worklife balance workplace 
IBM,4.0,good,,company looking developing new tech meet customer uses  Always receive internal roles recommendations want move another role
IBM,5.0,good,,goooood nice relax chill lepak
IBM,3.0,neutral,,good Salary  Actual total compensation may vary depending years working experience  previous salary  office location
IBM,3.0,neutral,,Flexible work schedule Trust employees
IBM,4.0,good,,Many different areas diversify skill set job rotation years
IBM,3.0,neutral,,Good company manage project accountability performance project delivery 
IBM,4.0,good,,Competitive remuneration package exposure
IBM,3.0,neutral,,flexible heavy work load
IBM,4.0,good,good_culture, good working culture  good management
IBM,3.0,neutral,,Work life integration attitude
IBM,3.0,neutral,,Training experience good 
IBM,3.0,neutral,,Flexible hours  state art platforms  people
IBM,1.0,bad,, Flexible working hour  Well Branded organization
IBM,4.0,good,,Big Diverse Lots opportunities inside company
IBM,3.0,neutral,,good start experience 
IBM,3.0,neutral,,People nice general IBM  far teammates good people mostly eventually became friends outside work
IBM,4.0,good,,Big Organization Depends DPE PE  great Work experience
IBM,5.0,good,,Amazing place work  lots avenue learn new things
IBM,4.0,good,,Good working environment employee
IBM,1.0,bad,,Good products Good technology Good sales play
IBM,3.0,neutral,,Global platform  huge  diversity  chance work people anywhere nationality race  Flexibility  nt need go office punctually  even nt need go 
IBM,4.0,good,,Flexible working hours  willing provide proper guidance kickstart career nice colleagues work
IBM,3.0,neutral,good_culture,Good culture  knowledge base  self learning encouraged
IBM,5.0,good,,Brand Name valuable
IBM,3.0,neutral,,big name mnc
IBM,4.0,good,,get touch many personnel different business functions
IBM,4.0,good,good_culture,Great company culture steeped values high integrity  champion diversity inclusion wonderful work specially High technology  Even HR function best world
IBM,2.0,bad,, Work technical based  ready pool outsourced labor delegate work  work business related skills like networking
IBM,5.0,good,,Good whole work
IBM,4.0,good,, Good work life balance  flexible work timing  let u work till late   Managers best ever worked  push  working hours  approachable willing teach   throw stuff expect u take   always assure seek approval
IBM,3.0,neutral,,Structure hierarchical like
IBM,5.0,good,,High prospect enhance skills
IBM,4.0,good,,Good work life balance  learning growth opportunities  large organization flexibility roles
IBM,5.0,good,, access alot resources  range cases see different  Within year  knowledge grew 10folds   ask questions slack  someone  somewhere around world answer question   Management US  nt feel left  Received constant feedback management makes want improve   see working next  5 years  Everyday something new learn 
IBM,3.0,neutral,,good tech company work
IBM,4.0,good,bad_culture,Lots business units  take varied path s  change encouraged every years
IBM,5.0,good,,Great exposure many roles available switch get bored
IBM,4.0,good,bad_culture,Flexibility  learning opportunity  job rotation
IBM,2.0,bad,,Legacy great brand
IBM,3.0,neutral,,Still reputable company  Generally flexible working hours 
IBM,4.0,good,, Flexible work hours  Good manager
IBM,4.0,good,,Flexible working arrangement  working home COVID
IBM,2.0,bad,,applicable work IBM
IBM,4.0,good,,Great leadership trust employees 
IBM,5.0,good,,working Solution Architect get dragged day day operational issues  IBM spends good amount money skill enhancement  necessary SA design solution  far salary concerned  average Market benchmark  IBM gives flexibility work home 
IBM,5.0,good,,pay good  good people
IBM,3.0,neutral,,Pretty collaborative colleagues within department
IBM,4.0,good,,big company  kind professional colleagues  good environment 
IBM,3.0,neutral,good_culture,Work smartest people  Progressive culture  Great training ground
IBM,1.0,bad,,Nice employees trying hard make 
IBM,5.0,good,,Lateral Movement  Experience various BU s  Learning Job
IBM,3.0,neutral,,Stable incumbents resourceful new join
IBM,5.0,good,,Flexible work always
IBM,3.0,neutral,,Managers really good  care subordinate  career
IBM,4.0,good,,Flexible self paced environment
IBM,4.0,good,,Inclusive  people development  good  teamwork
IBM,2.0,bad,,Big name move another company
IBM,3.0,neutral,,Organized  good processes  work environment
IBM,5.0,good,,good  fair  decent  friendly  decent
IBM,1.0,bad,,Experienced Project Management  Systematic Project Plans  Adequate Business Tools Collaboration
IBM,1.0,bad,,s job run
IBM,4.0,good,,good boosting
IBM,3.0,neutral,,innovative open minded company
IBM,4.0,good,,Great team work
IBM,5.0,good,,learn lot work life balance 
IBM,4.0,good,,Nice people  structured work process regulation
IBM,5.0,good,,technology driven company aligned market
IBM,5.0,good,,work life balance good
IBM,5.0,good,,Alot s products  services
IBM,5.0,good,,comments moment
IBM,5.0,good,,Good benefit compensation policy
IBM,4.0,good,,good pay work environment
IBM,5.0,good,,Work life balance  New skills learn
IBM,5.0,good,,greatest place work techies 
IBM,4.0,good,,Flexibility working environment Trust given leaders
IBM,4.0,good,good_culture,flexible  work life balanace  US company culture
IBM,3.0,neutral,,Occasionally comes good ideas
IBM,5.0,good,,Opportunity cross functional growth
IBM,5.0,good,,Open  Transformation experience 
IBM,5.0,good,good_culture,Good Working culture individual
IBM,1.0,bad,,Great Company  Alot learning achieved
IBM,4.0,good,,deliver servicessolutions using new technology
IBM,5.0,good,,Best environment work  nice working colleague  clear job desk
IBM,5.0,good,,Good place work
IBM,3.0,neutral,,Good Work life balance team
IBM,4.0,good,,Flexible Working Arrangement  Understanding Bosses
IBM,3.0,neutral,,Flexible work arrangements great 
IBM,5.0,good,,Chill environment stressful end month orders 
IBM,4.0,good,,good  manager good hence good
IBM,5.0,good,,great company  flexibility  growth
IBM,3.0,neutral,,Great technologies get exposed
IBM,4.0,good,good_culture,good work life balance depends project allocated good multi cultured environment 
IBM,5.0,good,,Flexibility  Opportunities work life balance 
IBM,3.0,neutral,,Good working environment flexible timing 
IBM,5.0,good,,flexible  freedom speech  innovative  good career support
IBM,4.0,good,,Good environment nice place work
IBM,4.0,good,,Plenty resources available self learning  Flexible working hours also means late night calls colleagues different time zone 
IBM,4.0,good,,Great colleagues  talented diverse backgrounds
IBM,3.0,neutral,,Good work life balance
IBM,3.0,neutral,,teammates  growth regards job skills  employee benefits
IBM,2.0,bad,,Good colleagues  nice working environment
IBM,4.0,good,,increase communication skills  work different applications  work independently
IBM,3.0,neutral,,Used great place work
IBM,3.0,neutral,bad_culture,Good training development opportunities
